budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre
30000000,4,118,1,0,0,0,0,1,0,1,0
24000000,4,98,1,0,0,0,0,1,0,1,0
60000000,4,113,1,0,0,0,0,1,0,1,0
40000000,4,102,1,0,0,0,0,1,0,1,0
70000000,4,97,1,0,0,0,0,1,0,1,0
2000000,4,116,1,0,0,0,0,1,0,1,0
22000000,4,100,1,0,0,0,0,1,0,1,0
30000000,4,137,1,0,0,0,0,1,0,1,0
70000000,4,146,1,0,0,0,0,1,0,1,0
60000000,4,111,1,0,0,0,0,1,0,1,0
60000000,4,111,1,0,0,0,0,1,0,1,0
50000000,4,90,1,0,0,0,0,1,0,1,0
35000000,4,103,1,0,0,0,0,1,0,1,0
50000000,4,114,1,0,0,0,0,1,0,1,0
35000000,4,109,1,0,0,0,0,1,0,1,0
35000000,4,96,1,0,0,0,0,1,0,1,0
17000000,4,88,1,0,0,0,0,1,0,1,0
20000000,4,109,1,0,0,0,0,1,0,1,0
86000000,4,111,1,0,0,0,0,1,0,1,0
55000000,4,94,1,0,0,0,0,1,0,1,0
33000000,4,140,1,0,0,0,0,1,0,1,0
8500000,4,119,1,0,0,0,0,1,0,1,0
20000000,4,115,1,0,0,0,0,1,0,1,0
45000000,4,160,1,0,0,0,0,1,0,1,0
5000000,2,107,1,0,0,0,0,1,0,1,0
23000000,4,98,1,0,0,0,0,1,0,1,0
13000000,4,107,1,0,0,0,0,1,0,1,0
26000000,3,133,1,0,0,0,0,1,0,1,0
100000000,3,87,1,0,0,0,0,1,0,0,0
60000000,3,103,1,0,0,0,0,1,0,0,0
75000000,4,110,1,0,0,0,0,1,0,0,0
75000000,4,135,1,0,0,0,0,1,0,0,0
25000000,4,101,1,0,0,0,0,1,0,0,0
50000000,4,115,1,0,0,0,0,1,0,0,0
35000000,3,101,1,0,0,0,0,1,0,0,0
60000000,3,130,1,0,0,0,0,1,0,0,0
110000000,3,101,1,0,0,0,0,1,0,0,0
85000000,4,115,1,0,0,0,0,1,0,0,0
35000000,4,101,1,0,0,0,0,1,0,0,0
66000000,3,113,1,0,0,0,0,1,0,0,0
160000000,3,121,1,0,0,0,0,1,0,0,0
35000000,4,118,1,0,0,0,0,1,0,0,0
16000000,3,97,1,0,0,0,0,1,0,0,0
23500000,3,104,1,0,0,0,0,1,0,0,0
100000000,3,117,1,0,0,0,0,1,0,0,0
100000000,3,117,1,0,0,0,0,1,0,0,0
70000000,4,91,1,0,0,0,0,1,0,0,0
20000000,4,96,1,0,0,0,0,1,0,0,0
80000000,4,138,1,0,0,0,0,1,0,0,0
32000000,4,119,1,0,0,0,0,1,0,0,0
27000000,4,101,1,0,0,0,0,1,0,0,0
30000000,4,106,1,0,0,0,0,1,0,0,0
105000000,3,114,1,0,0,0,0,1,0,0,0
22000000,3,108,1,0,0,0,0,1,0,0,0
76000000,3,107,1,0,0,0,0,1,0,0,0
27000000,3,88,1,0,0,0,0,1,0,0,0
25000000,3,94,1,0,0,0,0,1,0,0,0
125000000,3,132,1,0,0,0,0,1,0,0,0
190000000,3,140,1,0,0,0,0,1,0,0,0
18000000,3,90,1,0,0,0,0,1,0,0,0
90000000,3,127,1,0,0,0,0,1,0,0,0
42000000,3,102,1,0,0,0,0,1,0,0,0
35000000,3,91,1,0,0,0,0,1,0,0,0
20000000,3,107,1,0,0,0,0,1,0,0,0
85000000,3,104,1,0,0,0,0,1,0,0,0
38000000,3,106,1,0,0,0,0,1,0,0,0
60000000,3,111,1,0,0,0,0,1,0,0,0
60000000,3,107,1,0,0,0,0,1,0,0,0
40000000,4,99,1,0,0,0,0,1,0,0,0
30000000,4,125,1,0,0,0,0,1,0,0,0
50000000,4,108,1,0,0,0,0,1,0,0,0
75000000,4,123,1,0,0,0,0,1,0,0,0
12000000,4,93,1,0,0,0,0,1,0,0,0
20000000,4,111,1,0,0,0,0,1,0,0,0
7000000,4,104,1,0,0,0,0,1,0,0,0
40000000,4,101,1,0,0,0,0,1,0,0,0
35000000,4,121,1,0,0,0,0,1,0,0,0
140000000,4,127,1,0,0,0,0,1,0,0,0
10500000,4,105,1,0,0,0,0,1,0,0,0
40000000,4,99,1,0,0,0,0,1,0,0,0
29000000,4,102,1,0,0,0,0,1,0,0,0
25000000,4,115,1,0,0,0,0,1,0,0,0
30000000,4,94,1,0,0,0,0,1,0,0,0
65000000,4,102,1,0,0,0,0,1,0,0,0
80000000,4,99,1,0,0,0,0,1,0,0,0
8000000,4,138,1,0,0,0,0,1,0,0,0
55000000,4,132,1,0,0,0,0,1,0,0,0
45000000,4,107,1,0,0,0,0,1,0,0,0
40000000,4,93,1,0,0,0,0,1,0,0,0
15000000,4,108,1,0,0,0,0,1,0,0,0
30000000,4,96,1,0,0,0,0,1,0,0,0
100000000,4,106,1,0,0,0,0,1,0,0,0
25000000,4,103,1,0,0,0,0,1,0,0,0
150000000,3,102,1,0,0,0,0,0,0,1,0
1000000,3,112,1,0,0,0,0,0,0,1,0
6000000,3,99,1,0,0,0,0,0,0,1,0
350000,4,90,1,0,0,0,0,0,0,1,0
8000000,2,126,1,0,0,0,0,0,0,1,1
23000000,4,98,1,0,0,0,0,0,0,1,0
70000000,3,92,1,0,0,0,0,0,0,1,0
16000000,3,110,1,0,0,0,0,0,0,1,0
75000000,4,110,1,0,0,0,0,0,0,1,0
47000000,3,81,1,0,0,0,0,0,0,1,0
110000000,4,102,1,0,0,0,0,0,0,1,0
65000000,4,117,1,0,0,0,0,0,0,1,0
140000000,3,184,1,0,0,0,0,0,0,1,0
140000000,4,154,1,0,0,0,0,0,0,1,0
110000000,4,142,1,0,0,0,0,0,0,1,0
75000000,4,124,1,0,0,0,0,0,0,1,0
1100000,4,92,1,0,0,0,0,0,0,1,0
25000000,4,129,1,0,0,0,0,0,0,1,0
130000000,4,215,1,0,0,0,0,0,0,1,0
100000000,4,115,1,0,0,0,0,0,0,1,0
46000000,4,116,1,0,0,0,0,0,0,1,0
15000000,2,110,1,0,0,0,0,0,0,1,0
103000000,4,171,1,0,0,0,0,0,0,1,0
75000000,3,120,1,0,0,0,0,0,0,1,0
110000000,3,127,1,0,0,0,0,0,0,1,0
50000000,3,107,1,0,0,0,0,0,0,1,0
93000000,3,105,1,0,0,0,0,0,0,1,0
90000000,3,104,1,0,0,0,0,0,0,1,0
115000000,4,109,1,0,0,0,0,0,0,1,0
20000000,4,107,1,0,0,0,0,0,0,1,0
60000000,3,107,1,0,0,0,0,0,0,1,0
72000000,3,116,1,0,0,0,0,0,0,1,0
20000000,3,110,1,0,0,0,0,0,0,1,0
55000000,4,116,1,0,0,0,0,0,0,1,0
28000000,3,123,1,0,0,0,0,0,0,1,0
30000000,3,111,1,0,0,0,0,0,0,1,0
60000000,3,105,1,0,0,0,0,0,0,1,0
55000000,3,115,1,0,0,0,0,0,0,1,0
15000000,3,112,1,0,0,0,0,0,0,1,0
20000000,3,92,1,0,0,0,0,0,0,1,0
68000000,3,124,1,0,0,0,0,0,0,1,0
150000000,3,131,1,0,0,0,0,0,0,1,0
70000000,4,128,1,0,0,0,0,0,0,1,0
85000000,4,108,1,0,0,0,0,0,0,1,0
10000000,4,92,1,0,0,0,0,0,0,1,0
50000000,4,127,1,0,0,0,0,0,0,1,0
65000000,4,135,1,0,0,0,0,0,0,1,0
25000000,4,110,1,0,0,0,0,0,0,1,0
70000000,4,110,1,0,0,0,0,0,0,1,0
60000000,4,131,1,0,0,0,0,0,0,1,0
54000000,4,132,1,0,0,0,0,0,0,1,0
40000000,3,106,1,0,0,0,0,0,0,1,0
35000000,3,115,1,0,0,0,0,0,0,1,0
50000000,4,144,1,0,0,0,0,0,0,1,0
53000000,4,123,1,0,0,0,0,0,0,1,0
70000000,4,142,1,0,0,0,0,0,0,1,0
68000000,4,134,1,0,0,0,0,0,0,1,0
50000000,4,125,1,0,0,0,0,0,0,1,0
70000000,4,169,1,0,0,0,0,0,0,1,0
115000000,4,153,1,0,0,0,0,0,0,1,0
80000000,4,132,1,0,0,0,0,0,0,1,0
25000000,4,98,1,0,0,0,0,0,0,1,0
120000000,2,135,1,0,0,0,0,0,0,0,1
82000000,3,128,1,0,0,0,0,0,0,0,0
69000000,4,105,1,0,0,0,0,0,0,0,0
26000000,4,100,1,0,0,0,0,0,0,0,0
70000000,4,88,1,0,0,0,0,0,0,0,0
83000000,4,121,1,0,0,0,0,0,0,0,0
8000000,4,98,1,0,0,0,0,0,0,0,0
66000000,3,132,1,0,0,0,0,0,0,0,0
60000000,3,87,1,0,0,0,0,0,0,0,0
3000000,4,97,1,0,0,0,0,0,0,0,0
20000000,3,97,1,0,0,0,0,0,0,0,0
4500000,4,88,1,0,0,0,0,0,0,0,0
28000000,4,99,1,0,0,0,0,0,0,0,0
13000000,4,92,1,0,0,0,0,0,0,0,0
7000000,4,103,1,0,0,0,0,0,0,0,0
57000000,3,96,1,0,0,0,0,0,0,0,0
110000000,3,123,1,0,0,0,0,0,0,0,0
50000000,4,104,1,0,0,0,0,0,0,0,0
45000000,4,110,1,0,0,0,0,0,0,0,0
40000000,4,98,1,0,0,0,0,0,0,0,0
28000000,3,108,1,0,0,0,0,0,0,0,0
2700000,4,93,1,0,0,0,0,0,0,0,0
50000000,4,145,1,0,0,0,0,0,0,0,0
75000000,4,116,1,0,0,0,0,0,0,0,0
28000000,4,98,1,0,0,0,0,0,0,0,0
35000000,4,103,1,0,0,0,0,0,0,0,0
15000000,4,107,1,0,0,0,0,0,0,0,0
60000000,3,109,1,0,0,0,0,0,0,0,0
30000000,3,94,1,0,0,0,0,0,0,0,0
40000000,4,102,1,0,0,0,0,0,0,0,0
54000000,4,117,1,0,0,0,0,0,0,0,0
15000000,4,114,1,0,0,0,0,0,0,0,0
95000000,4,119,1,0,0,0,0,0,0,0,0
11000000,4,85,1,0,0,0,0,0,0,0,0
35000000,4,108,1,0,0,0,0,0,0,0,0
9000000,4,103,1,0,0,0,0,0,0,0,0
26000000,4,110,1,0,0,0,0,0,0,0,0
30000000,4,97,1,0,0,0,0,0,0,0,0
53000000,4,189,1,0,0,0,0,0,0,0,0
10000000,4,82,1,0,0,0,0,0,0,0,0
20000000,4,104,1,0,0,0,0,0,0,0,0
120000000,3,115,1,0,0,0,0,0,0,0,0
102000000,3,145,1,0,0,0,0,0,0,0,0
60000000,3,119,1,0,0,0,0,0,0,0,0
26000000,3,117,1,0,0,0,0,0,0,0,0
82000000,3,123,1,0,0,0,0,0,0,0,0
34000000,3,113,1,0,0,0,0,0,0,0,0
35000000,3,106,1,0,0,0,0,0,0,0,0
80000000,3,118,1,0,0,0,0,0,0,0,0
60000000,3,119,1,0,0,0,0,0,0,0,0
75000000,3,108,1,0,0,0,0,0,0,0,0
110000000,3,115,1,0,0,0,0,0,0,0,0
38000000,4,102,1,0,0,0,0,0,0,0,0
100000000,3,103,1,0,0,0,0,0,0,0,0
20000000,2,99,1,0,0,0,0,0,0,0,0
62000000,3,93,1,0,0,0,0,0,0,0,0
70000000,3,116,1,0,0,0,0,0,0,0,0
110000000,3,114,1,0,0,0,0,0,0,0,0
137000000,3,138,1,0,0,0,0,0,0,0,0
102000000,4,153,1,0,0,0,0,0,0,0,0
200000000,4,109,1,0,0,0,0,0,0,0,0
150000000,4,138,1,0,0,0,0,0,0,0,0
63000000,4,136,1,0,0,0,0,0,0,0,0
65000000,4,113,1,0,0,0,0,0,0,0,0
24000000,4,83,1,0,0,0,0,0,0,0,0
70000000,4,98,1,0,0,0,0,0,0,0,0
40000000,3,109,1,0,0,0,0,0,0,0,0
70000000,3,106,1,0,0,0,0,0,0,0,0
10000000,3,97,1,0,0,0,0,0,0,0,0
80000000,3,89,1,0,0,0,0,0,0,0,0
49000000,3,85,1,0,0,0,0,0,0,0,0
61000000,3,132,1,0,0,0,0,0,0,0,0
45000000,4,111,1,0,0,0,0,0,0,0,0
60000000,4,105,1,0,0,0,0,0,0,0,0
50000000,4,95,1,0,0,0,0,0,0,0,0
38000000,4,127,1,0,0,0,0,0,0,0,0
105000000,4,129,1,0,0,0,0,0,0,0,0
5600000,3,95,1,0,0,0,0,0,0,0,0
50000000,3,89,1,0,0,0,0,0,0,0,0
20000000,3,93,1,0,0,0,0,0,0,0,0
250000000,3,164,1,0,0,0,0,0,0,0,0
100000000,3,98,1,0,0,0,0,0,0,0,0
92000000,4,101,1,0,0,0,0,0,0,0,0
55000000,4,92,1,0,0,0,0,0,0,0,0
70000000,4,124,1,0,0,0,0,0,0,0,0
28000000,4,131,1,0,0,0,0,0,0,0,0
5000000,4,103,1,0,0,0,0,0,0,0,0
70000000,4,119,1,0,0,0,0,0,0,0,0
45000000,4,117,1,0,0,0,0,0,0,0,0
17000000,4,114,1,0,0,0,0,0,0,0,0
45000000,4,103,1,0,0,0,0,0,0,0,0
50000000,4,124,1,0,0,0,0,0,0,0,0
70000000,4,116,1,0,0,0,0,0,0,0,0
71000000,4,100,1,0,0,0,0,0,0,0,0
60000000,4,92,1,0,0,0,0,0,0,0,0
35000000,3,94,1,0,0,0,0,0,0,0,0
2000000,3,120,0,1,0,0,0,0,0,0,0
175000000,4,196,0,1,0,0,0,0,0,0,0
70000000,2,99,0,1,1,1,0,0,0,1,1
75000000,3,87,0,1,1,0,1,0,0,0,0
12000000,3,81,0,1,1,0,1,1,0,0,0
40000000,2,87,0,1,1,0,1,1,0,0,1
150000000,2,96,0,1,1,0,1,0,0,1,1
175000000,2,95,0,1,1,0,1,0,0,1,1
40000000,1,86,0,1,1,0,1,0,0,1,1
60000000,2,85,0,1,1,0,1,0,0,1,1
80000000,2,85,0,1,1,0,1,0,0,1,1
14000000,1,82,0,1,1,0,1,0,0,1,1
24000000,1,83,0,1,1,0,1,0,0,1,1
50000000,1,78,0,1,1,0,1,0,0,0,1
94000000,1,100,0,1,1,0,1,0,0,0,1
99000000,1,88,0,1,1,0,1,0,0,0,1
15000000,1,85,0,1,1,0,1,0,0,0,1
105000000,2,83,0,1,1,0,1,0,0,0,1
150000000,2,91,0,1,1,0,1,0,0,0,1
55000000,2,91,0,1,1,0,1,0,0,0,1
3000000,2,76,0,1,1,0,1,0,0,0,1
95000000,2,88,0,1,1,0,1,0,0,0,1
59000000,2,103,0,1,1,0,1,0,0,0,1
145000000,2,93,0,1,1,0,1,0,0,0,1
75000000,2,86,0,1,1,0,1,0,0,0,1
85000000,2,83,0,1,1,0,1,0,0,0,1
80000000,2,83,0,1,1,0,1,0,0,0,1
132000000,2,92,0,1,1,0,1,0,0,0,1
75000000,2,90,0,1,1,0,1,0,0,0,1
175000000,2,96,0,1,1,0,1,0,0,0,1
80000000,2,80,0,1,1,0,1,0,0,0,1
120000000,1,95,0,1,1,0,1,0,0,0,1
20000000,1,77,0,1,1,0,1,0,0,0,1
200000000,1,104,0,1,1,0,1,0,0,0,1
115000000,1,92,0,1,1,0,1,0,0,0,1
100000000,1,78,0,1,1,0,1,0,0,0,1
90000000,1,82,0,1,1,0,1,0,0,0,1
200000000,1,103,0,1,1,0,1,0,0,0,1
30000000,1,74,0,1,1,0,1,0,0,0,1
185000000,2,93,0,1,1,0,1,0,0,0,1
47000000,2,75,0,1,1,0,1,0,0,0,1
63000000,2,95,0,1,1,0,1,0,0,0,1
60000000,2,92,0,1,1,0,1,0,0,0,1
165000000,2,93,0,1,1,0,1,0,0,0,1
160000000,2,93,0,1,1,0,1,0,0,0,1
60000000,2,90,0,1,1,0,1,0,0,0,1
120000000,2,77,0,1,1,0,1,0,0,0,1
76000000,2,92,0,1,1,0,1,0,0,0,1
50000000,2,88,0,1,1,0,1,0,0,0,1
60000000,2,96,0,1,1,0,1,0,0,0,1
135000000,2,98,0,1,1,0,1,0,0,0,1
105000000,2,105,0,1,1,0,1,0,0,0,1
110000000,2,103,0,1,1,0,1,0,0,0,1
74000000,2,92,0,1,1,0,1,0,0,0,1
30000000,2,87,0,1,1,0,1,0,0,0,1
25000000,2,85,0,1,1,0,1,0,0,0,1
75000000,1,87,0,1,1,0,1,0,0,0,1
90000000,2,92,0,1,1,0,1,0,0,0,1
150000000,2,102,0,1,1,0,1,0,0,0,1
25000000,2,80,0,1,1,0,1,0,0,0,1
28000000,1,90,0,1,1,0,1,0,0,0,1
260000000,2,100,0,1,1,0,1,0,0,0,1
150000000,2,93,0,1,1,0,1,0,0,0,1
50000000,2,95,0,1,1,0,1,0,0,0,1
135000000,2,94,0,1,1,0,1,0,0,0,1
80000000,2,88,0,1,1,0,1,0,0,0,1
103000000,1,101,0,1,1,0,1,0,0,0,1
90000000,1,96,0,1,1,0,1,0,0,0,1
30000000,1,63,0,1,1,0,1,0,0,0,1
20000000,2,90,0,1,1,0,1,0,0,0,1
95000000,2,89,0,1,1,0,1,0,0,0,1
150000000,1,81,0,1,1,0,1,0,0,0,1
37000000,1,81,0,1,1,0,1,0,0,0,1
40000000,2,89,0,1,1,0,1,0,0,0,1
145000000,2,92,0,1,1,0,1,0,0,0,1
75000000,2,91,0,1,1,0,1,0,0,0,1
165000000,2,101,0,1,1,0,1,0,0,0,1
200000000,1,106,0,1,1,0,1,0,0,0,1
120000000,1,117,0,1,1,0,1,0,0,0,1
135000000,2,96,0,1,1,0,1,0,0,0,1
135000000,2,107,0,1,1,0,1,0,0,0,1
40000000,2,94,0,1,1,0,1,0,0,0,0
50000000,1,94,0,1,1,0,0,0,0,1,1
55000000,1,84,0,1,1,0,0,0,0,1,1
45000000,1,73,0,1,1,0,0,0,0,1,1
12500000,1,69,0,1,1,0,0,0,0,0,1
80000000,2,87,0,1,1,0,0,0,0,0,1
20000000,1,72,0,1,1,0,0,0,0,0,1
165000000,1,100,0,1,1,0,0,0,0,0,1
100000000,2,102,0,1,1,0,0,0,0,0,1
165000000,2,98,0,1,1,0,0,0,0,0,1
145000000,2,97,0,1,1,0,0,0,0,0,1
70000000,2,88,0,1,1,0,0,0,0,0,1
90000000,1,88,0,1,1,0,0,0,0,0,1
20000000,1,72,0,1,1,0,0,0,0,0,1
180000000,1,98,0,1,1,0,0,0,0,0,1
140000000,2,95,0,1,1,0,0,0,0,0,1
127500000,2,82,0,1,1,0,0,0,0,0,1
80000000,1,83,0,1,1,0,0,0,0,0,1
28000000,4,139,0,1,0,1,0,0,0,0,0
63000000,3,212,0,1,0,1,0,1,0,1,0
7000000,2,113,0,1,0,1,0,0,0,1,0
15000000,4,148,0,1,0,1,0,0,0,1,0
15000000,4,115,0,1,0,1,0,0,0,1,0
70000000,3,136,0,1,0,1,0,0,0,1,0
500000,4,79,0,1,0,1,0,0,0,1,0
35000000,2,123,0,1,0,1,0,0,0,1,0
18000000,4,94,0,1,0,1,0,0,0,1,0
32000000,4,120,0,1,0,1,0,0,0,1,0
10000000,3,120,0,1,0,1,0,0,0,1,0
18000000,2,105,0,1,0,0,1,0,0,0,0
30000000,3,90,0,1,0,0,1,0,0,0,0
20000000,3,93,0,1,0,0,1,0,0,0,0
14000000,3,86,0,1,0,0,1,0,0,0,0
21500000,3,101,0,1,0,0,1,0,0,0,0
60000000,3,100,0,1,0,0,1,0,0,0,0
19000000,4,90,0,1,0,0,1,0,0,0,0
12000000,4,102,0,1,0,0,1,0,0,0,0
9000000,4,88,0,1,0,0,1,0,0,0,0
15000000,4,98,0,1,0,0,1,0,0,0,0
20000000,4,87,0,1,0,0,1,0,0,0,0
31000000,4,99,0,1,0,0,1,0,0,0,0
25000000,4,99,0,1,0,0,1,1,0,1,0
50000000,2,99,0,1,0,0,1,1,0,1,1
50000000,2,119,0,1,0,0,1,1,0,0,1
65000000,2,93,0,1,0,0,1,1,0,0,1
34000000,4,123,0,1,0,0,1,1,0,0,0
17700000,3,91,0,1,0,0,1,0,0,1,0
45000000,3,112,0,1,0,0,1,0,0,1,0
45000000,3,97,0,1,0,0,1,0,0,1,0
18500000,4,118,0,1,0,0,1,0,0,1,0
12000000,4,115,0,1,0,0,1,0,0,1,0
50000000,4,119,0,1,0,0,1,0,0,1,0
1000000,4,103,0,1,0,0,1,0,0,1,0
6500000,2,108,0,1,0,0,1,0,0,1,1
85000000,2,106,0,1,0,0,1,0,0,1,1
20000000,2,117,0,1,0,0,1,0,0,1,1
20000000,2,91,0,1,0,0,1,0,0,1,1
10000000,4,130,0,1,0,0,1,0,0,1,0
50000000,2,125,0,1,0,0,1,0,0,1,0
90000000,2,114,0,1,0,0,1,0,0,1,0
60000000,4,152,0,1,0,0,1,0,0,1,0
16000000,3,94,0,1,0,0,1,0,0,1,0
20000000,3,114,0,1,0,0,1,0,0,1,0
12000000,4,126,0,1,0,0,1,0,0,1,0
10000000,4,101,0,1,0,0,1,0,0,1,0
25000000,4,101,0,1,0,0,1,0,0,1,0
85000000,1,100,0,1,0,0,1,0,0,0,1
15000000,2,88,0,1,0,0,1,0,0,0,1
15000000,2,88,0,1,0,0,1,0,0,0,1
60000000,2,94,0,1,0,0,1,0,0,0,1
18000000,2,120,0,1,0,0,1,0,0,0,1
15000000,2,91,0,1,0,0,1,0,0,0,1
13000000,2,89,0,1,0,0,1,0,0,0,1
15000000,1,103,0,1,0,0,1,0,0,0,1
150000000,2,115,0,1,0,0,1,0,0,0,1
112000000,2,85,0,1,0,0,1,0,0,0,1
70000000,2,142,0,1,0,0,1,0,0,0,1
150000000,2,105,0,1,0,0,1,0,0,0,1
127000000,2,98,0,1,0,0,1,0,0,0,1
37000000,2,96,0,1,0,0,1,0,0,0,1
109000000,2,82,0,1,0,0,1,0,0,0,1
58000000,2,103,0,1,0,0,1,0,0,0,1
80000000,2,93,0,1,0,0,1,0,0,0,1
24000000,1,87,0,1,0,0,1,0,0,0,1
17000000,1,73,0,1,0,0,1,0,0,0,1
50000000,1,101,0,1,0,0,1,0,0,0,1
45000000,2,86,0,1,0,0,1,0,0,0,1
17000000,2,94,0,1,0,0,1,0,0,0,1
45000000,2,103,0,1,0,0,1,0,0,0,1
90000000,3,98,0,1,0,0,1,0,0,0,1
32000000,2,95,0,1,0,0,1,0,0,0,1
26000000,2,90,0,1,0,0,1,0,0,0,1
60000000,2,90,0,1,0,0,1,0,0,0,1
35000000,2,100,0,1,0,0,1,0,0,0,1
15000000,2,98,0,1,0,0,1,0,0,0,1
50000000,3,95,0,1,0,0,1,0,0,0,0
49900000,4,102,0,1,0,0,1,0,0,0,0
20000000,2,93,0,1,0,0,1,0,0,0,0
23600000,4,88,0,1,0,0,1,0,0,0,0
10000000,2,90,0,1,0,0,1,0,0,0,0
84000000,2,86,0,1,0,0,1,0,0,0,0
19000000,3,95,0,1,0,0,1,0,0,0,0
19000000,4,129,0,1,0,0,1,0,0,0,0
13000000,3,84,0,1,0,0,1,0,0,0,0
40000000,2,108,0,1,0,0,1,0,0,0,0
19000000,2,116,0,1,0,0,1,0,0,0,0
45000000,2,102,0,1,0,0,1,0,0,0,0
22700000,2,96,0,1,0,0,1,0,0,0,0
3000000,2,100,0,1,0,0,1,0,0,0,0
25000000,2,119,0,1,0,0,1,0,0,0,0
50000000,2,109,0,1,0,0,1,0,0,0,0
100000000,3,102,0,1,0,0,1,0,0,0,0
40000000,4,109,0,1,0,0,1,0,0,0,0
40000000,2,118,0,1,0,0,1,0,0,0,0
2600000,2,91,0,1,0,0,1,0,0,0,0
55000000,4,122,0,1,0,0,0,1,0,1,0
20000000,3,96,0,1,0,0,0,1,0,0,0
14000000,2,107,0,1,0,0,0,0,0,1,0
10000000,3,108,0,1,0,0,0,0,0,1,0
21000000,3,99,0,1,0,0,0,0,0,1,0
38000000,3,129,0,1,0,0,0,0,0,1,0
8000000,4,89,0,1,0,0,0,0,0,1,0
25000000,4,111,0,1,0,0,0,0,0,1,0
12000000,2,100,0,1,0,0,0,0,0,1,1
40000000,2,120,0,1,0,0,0,0,0,1,1
15000000,2,95,0,1,0,0,0,0,0,1,1
17000000,2,96,0,1,0,0,0,0,0,1,1
170000000,2,126,0,1,0,0,0,0,0,1,1
120000000,2,127,0,1,0,0,0,0,0,1,0
70000000,3,125,0,1,0,0,0,0,0,1,0
15000000,4,98,0,1,0,0,0,0,0,1,0
120000000,3,115,0,1,0,0,0,0,0,1,0
68000000,3,124,0,1,0,0,0,0,0,1,0
50000000,3,130,0,1,0,0,0,0,0,1,0
62000000,2,140,0,1,0,0,0,0,0,1,0
27000000,2,193,0,1,0,0,0,0,0,1,0
79000000,4,154,0,1,0,0,0,0,0,1,0
55000000,4,110,0,1,0,0,0,0,0,1,0
40000000,3,129,0,1,0,0,0,0,0,1,0
3500000,4,103,0,1,0,0,0,0,0,1,0
90000000,3,143,0,1,0,0,0,0,0,1,0
34000000,3,114,0,1,0,0,0,0,0,1,0
40000000,3,106,0,1,0,0,0,0,0,1,0
11000000,3,102,0,1,0,0,0,0,0,1,0
35000000,4,127,0,1,0,0,0,0,0,1,0
13000000,2,104,0,1,0,0,0,0,0,1,0
100000000,3,146,0,1,0,0,0,0,0,1,0
165000000,3,169,0,1,0,0,0,0,0,1,0
108000000,3,151,0,1,0,0,0,0,0,1,0
69500000,3,171,0,1,0,0,0,0,0,1,0
78000000,3,142,0,1,0,0,0,0,0,1,0
8000000,2,130,0,1,0,0,0,0,0,1,0
8000000,4,126,0,1,0,0,0,0,0,1,0
30000000,4,108,0,1,0,0,0,0,0,1,0
50000000,4,119,0,1,0,0,0,0,0,1,0
135000000,4,156,0,1,0,0,0,0,0,1,0
75000000,4,153,0,1,0,0,0,0,0,1,0
22000000,3,236,0,1,0,0,0,0,0,1,0
38000000,3,110,0,1,0,0,0,0,0,1,0
44000000,4,325,0,1,0,0,0,0,0,1,0
25530000,2,95,0,1,0,0,0,0,0,0,1
